SALE TYPE,HOME TYPE,ADDRESS,CITY,STATE,ZIP,LIST PRICE,BEDS,BATHS,LOCATION,SQFT,LOT SIZE,YEAR BUILT,PARKING SPOTS,PARKING TYPE,DAYS ON MARKET,STATUS,NEXT OPEN HOUSE DATE,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,RECENT REDUCTION DATE,ORIGINAL LIST PRICE,LAST SALE DATE,LAST SALE PRICE,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,LISTING ID,ORIGINAL SOURCE,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,IS SHORT SALE
Past Sale,Single Family Residential,106 Justin Dr,San Francisco,CA,94112,849000,4,2.25,Bernal Heights,1568,3223,1954,2,Garage,,Sold,,,,,849000,2015-05-27,1230000.0,http://www.redfin.com/CA/San-Francisco/106-Justin-Dr-94112/home/1113928,San Francisco Association of Realtors (SFARMLS),432394,Zephyr Real Estate,N,Y,37.733546,-122.422525,false
Past Sale,Single Family Residential,130 Milton St,San Francisco,CA,94112,825000,2,1.5,Bernal Heights,1276,2500,1915,1,Garage,,Sold,,,,,825000,2015-05-14,960000.0,http://www.redfin.com/CA/San-Francisco/130-Milton-St-94112/home/2005867,San Francisco Association of Realtors (SFARMLS),431493,Zephyr Real Estate,N,Y,37.732776,-122.429589,false
Past Sale,Single Family Residential,714 Madrid St,San Francisco,CA,94112,569000,3,1.0,Excelsior,1182,,1916,1,,,Sold,,,,,569000,2013-05-20,574000.0,http://www.redfin.com/CA/San-Francisco/714-Madrid-St-94112/home/790325,San Francisco Association of Realtors (SFARMLS),406445,Coldwell Banker Res. R.E. Svcs,N,Y,37.718351,-122.435617,false
Past Sale,Single Family Residential,41 Genebern Way,San Francisco,CA,94112,,2,1.0,94112,1250,,1926,,,,,,,,,,2015-04-13,1465000.0,http://www.redfin.com/CA/San-Francisco/41-Genebern-Way-94112/home/1735635,,,,N,Y,37.734068,-122.424497,
Past Sale,Single Family Residential,531 Edinburgh St,San Francisco,CA,94112,,,1.0,94112,1050,,1940,,,,,,,,,,2015-04-14,183500.0,http://www.redfin.com/CA/San-Francisco/531-Edinburgh-St-94112/home/1606487,,,,N,Y,37.720606,-122.432141,
Past Sale,Condo/Coop,544 London St #544,San Francisco,CA,94112,399000,1,1.5,Excelsior,700,,1966,1,,,Sold,,,,,399000,2015-05-13,465500.0,http://www.redfin.com/CA/San-Francisco/544-London-ST-94112/unit-544/home/75028995,San Francisco Association of Realtors (SFARMLS),431655,UP Real Estate & Property Services,N,Y,37.7204963,-122.436952,false
Past Sale,Condo/Coop,542 London St,San Francisco,CA,94112,450000,3,2.0,Excelsior,1393,,1966,1,,,Sold,,,,,450000,2015-05-13,484500.0,http://www.redfin.com/CA/San-Francisco/542-London-St-94112/home/75038024,San Francisco Association of Realtors (SFARMLS),431656,UP Real Estate & Property Services,N,Y,37.720638,-122.437172,false
Past Sale,Single Family Residential,379 Vienna St,San Francisco,CA,94112,749000,3,2.0,Excelsior,1513,2500,1907,1,Garage,,Sold,,,,2015-03-19,750000,2015-05-01,720000.0,http://www.redfin.com/CA/San-Francisco/379-Vienna-St-94112/home/775536,San Francisco Association of Realtors (SFARMLS),429800,Rexsi Inc.,N,Y,37.722242,-122.428722,false
Past Sale,Single Family Residential,323 Munich St,San Francisco,CA,94112,719000,3,2.0,Excelsior,1400,2495,1927,1,Garage,,Sold,,,,,719000,2015-05-28,825000.0,http://www.redfin.com/CA/San-Francisco/323-Munich-St-94112/home/2025091,San Francisco Association of Realtors (SFARMLS),432356,U S Continental Investment Realty,N,Y,37.720362,-122.426864,false
Past Sale,Single Family Residential,724 Excelsior Ave,San Francisco,CA,94112,599000,2,2.0,Excelsior,875,1245,1926,1,Garage,,Sold,,,,,599000,2015-06-02,720000.0,http://www.redfin.com/CA/San-Francisco/724-Excelsior-Ave-94112/home/937193,San Francisco Association of Realtors (SFARMLS),431909,Gordon Properties,N,Y,37.723242,-122.427711,false
Past Sale,Single Family Residential,583 Naples St,San Francisco,CA,94112,,,1.0,94112,1140,,1907,,,,,,,,,,2015-05-11,698000.0,http://www.redfin.com/CA/San-Francisco/583-Naples-St-94112/home/1194247,,,,N,Y,37.719459,-122.431921,
Past Sale,Single Family Residential,69 Ina Ct,San Francisco,CA,94112,649000,2,1.0,Excelsior,1025,2495,1951,1,Garage,,Sold,,,,,649000,2015-05-15,806969.0,http://www.redfin.com/CA/San-Francisco/69-Ina-Ct-94112/home/1912255,San Francisco Association of Realtors (SFARMLS),431881,BHG Mason-McDuffie Real Estate,N,Y,37.723032,-122.424935,false
Past Sale,Single Family Residential,366 London St,San Francisco,CA,94112,,,2.0,94112,1300,,1922,,,,,,,,,,2015-05-22,214000.0,http://www.redfin.com/CA/San-Francisco/366-London-St-94112/home/1950999,,,,N,Y,37.723395,-122.435071,
Past Sale,Single Family Residential,1009 Brazil Ave,San Francisco,CA,94112,595000,3,2.0,Excelsior,1584,2495,1940,2,Garage,,Sold,,,,,595000,2015-06-19,845000.0,http://www.redfin.com/CA/San-Francisco/1009-Brazil-Ave-94112/home/1084588,San Francisco Association of Realtors (SFARMLS),432672,McGuire Real Estate,N,Y,37.720861,-122.426244,false
Past Sale,Single Family Residential,983 Cayuga Ave,San Francisco,CA,94112,699000,4,3.0,Mission Terrace,1250,,1926,1,Garage,,Sold,,,,,699000,2013-08-29,815000.0,http://www.redfin.com/CA/San-Francisco/983-Cayuga-Ave-94112/home/1319163,San Francisco Association of Realtors (SFARMLS),410623,Century 21 Realty Alliance Fine Homes and Estates,N,Y,37.722302,-122.439348,false
Past Sale,Single Family Residential,270 Athens St,San Francisco,CA,94112,788000,2,1.0,Excelsior,1150,2495,1946,1,,,Sold,,,,,788000,2015-07-02,860000.0,http://www.redfin.com/CA/San-Francisco/270-Athens-St-94112/home/1981551,San Francisco Association of Realtors (SFARMLS),432923,Coldwell Banker Res. R.E. Svcs,N,Y,37.723771,-122.427159,false
Past Sale,Single Family Residential,157 Ocean Ave,San Francisco,CA,94112,749000,3,2.0,Mission Terrace,1668,2435,1915,1,,,Sold,,,,,749000,2015-07-15,1050000.0,http://www.redfin.com/CA/San-Francisco/157-Ocean-Ave-94112/home/1891188,San Francisco Association of Realtors (SFARMLS),433973,Coldwell Banker Res. R.E. Svcs,N,Y,37.723256,-122.440326,false
Past Sale,Single Family Residential,138 Madrid St,San Francisco,CA,94112,,3,1.0,94112,1525,,1948,,,,,,,,,,2015-04-17,811000.0,http://www.redfin.com/CA/San-Francisco/138-Madrid-St-94112/home/774023,,,,N,Y,37.727326,-122.428834,
Past Sale,Single Family Residential,526 Silver St,San Francisco,CA,94112,950000,4,3.0,Excelsior,2000,,1938,1,Garage,,Sold,,,,,950000,2015-04-20,1075000.0,http://www.redfin.com/CA/San-Francisco/526-Silver-Ave-94112/home/1293855,San Francisco Association of Realtors (SFARMLS),429077,Century 21 Baldini Realty,N,Y,37.728472,-122.425935,false
Past Sale,Single Family Residential,20 Cotter St,San Francisco,CA,94127,895000,4,2.5,Mission Terrace,1932,2500,1906,1,Garage,,Sold,,,,,895000,2015-05-22,1300000.0,http://www.redfin.com/CA/San-Francisco/20-Cotter-St-94112/home/1150746,San Francisco Association of Realtors (SFARMLS),432175,Zephyr Real Estate,N,Y,37.727574,-122.433238,false
Past Sale,Condo/Coop,8 Colonial Way #1,San Francisco,CA,94112,900000,4,3.0,Mission Terrace,1870,,2003,1,Garage,,Sold,,,,,900000,2015-04-30,900000.0,http://www.redfin.com/CA/San-Francisco/8-18-Colonial-Way-94112/unit-1/home/988249,San Francisco Association of Realtors (SFARMLS),430662,"Alain Pinel, REALTORS",N,Y,37.7287,-122.440609,false
Past Sale,Single Family Residential,821 Peru Ave,San Francisco,CA,94112,,3,1.0,94112,863,,1951,,,,,,,,,,2015-05-01,1055000.0,http://www.redfin.com/CA/San-Francisco/821-Peru-Ave-94112/home/1815258,,,,N,Y,37.724847,-122.422881,
Past Sale,Condo/Coop,18 Colonial Way #9,San Francisco,CA,94112,885000,2,2.0,Mission Terrace,1449,,2003,1,,,Sold,,,,,885000,2015-05-11,900000.0,http://www.redfin.com/CA/San-Francisco/18-18-Colonial-Way-94112/unit-9/home/1994819,San Francisco Association of Realtors (SFARMLS),431154,Keller Williams Benchmark Properties,N,Y,37.728695,-122.440601,false
Past Sale,Single Family Residential,28 Harrington St,San Francisco,CA,94112,749000,2,1.5,Mission Terrace,1348,2495,1949,2,Garage,,Sold,,,,,749000,2015-05-13,980000.0,http://www.redfin.com/CA/San-Francisco/28-Harrington-St-94112/home/1758346,San Francisco Association of Realtors (SFARMLS),430907,Climb Real Estate,N,Y,37.725641,-122.434896,false
Past Sale,Single Family Residential,67 Santa Ynez Ave,San Francisco,CA,94112,,,1.0,94112,1056,,1919,,,,,,,,,,2015-05-13,738000.0,http://www.redfin.com/CA/San-Francisco/67-Santa-Ynez-Ave-94112/home/1063718,,,,N,Y,37.724114,-122.439857,
Past Sale,Single Family Residential,231 Naples St,San Francisco,CA,94112,538000,2,1.0,Excelsior,800,2500,1954,3,Garage,,Sold,,,,,538000,2015-05-14,650000.0,http://www.redfin.com/CA/San-Francisco/231-Naples-St-94112/home/1639098,San Francisco Association of Realtors (SFARMLS),431809,,N,Y,37.724883,-122.42781,false
Past Sale,Single Family Residential,120 Capistrano Ave,San Francisco,CA,94112,840000,2,1.0,Mission Terrace,1350,3358,1914,2,Garage,,Sold,,,,,840000,2015-06-11,1130000.0,http://www.redfin.com/CA/San-Francisco/120-Capistrano-Ave-94112/home/820191,San Francisco Association of Realtors (SFARMLS),432775,Coldwell Banker Res. R.E. Svcs,N,Y,37.728692,-122.437451,false
Past Sale,Single Family Residential,134 Vienna,San Francisco,CA,94112,799000,4,2.0,Excelsior,,2500,1905,2,Garage,,Sold,,,,,799000,2015-06-17,850000.0,http://www.redfin.com/CA/San-Francisco/134-Vienna-St-94112/home/1646946,East Bay Regional Data (EBRD),40696968,Baron & Chestney and Assoc.,N,Y,37.72624,-122.426391,false
Past Sale,Single Family Residential,123 Naples St,San Francisco,CA,94112,648000,2,1.0,Excelsior,1040,2495,1926,1,Garage,,Sold,,,,,648000,2015-06-17,800000.0,http://www.redfin.com/CA/San-Francisco/123-Naples-St-94112/home/1961501,San Francisco Association of Realtors (SFARMLS),433052,Coldwell Banker Res. R.E. Svcs,N,Y,37.726559,-122.426556,false
Past Sale,Single Family Residential,1471 Alemany Blvd,San Francisco,CA,94112,750000,3,2.5,Mission Terrace,980,1790,1924,1,Garage,,Sold,,,,,750000,2015-06-22,800000.0,http://www.redfin.com/CA/San-Francisco/1471-Alemany-Blvd-94112/home/811033,San Francisco Association of Realtors (SFARMLS),433046,,N,Y,37.728354,-122.434451,false
Past Sale,Single Family Residential,40 Valmar Ter,San Francisco,CA,94112,699000,3,1.5,Excelsior,1328,2500,1959,2,Garage,,Sold,,,,,699000,2015-06-29,800000.0,http://www.redfin.com/CA/San-Francisco/40-Valmar-Ter-94112/home/1318394,San Francisco Association of Realtors (SFARMLS),433309,Coldwell Banker Res. R.E. Svcs,N,Y,37.726915,-122.423699,false
Past Sale,Single Family Residential,153 Paris St,San Francisco,CA,94112,685000,2,1.0,Excelsior,,2500,1900,1,Garage,,Sold,,,,,685000,2015-06-30,780000.0,http://www.redfin.com/CA/San-Francisco/153-Paris-St-94112/home/1614343,San Francisco Association of Realtors (SFARMLS),433437,Zephyr Real Estate,N,Y,37.726116,-122.431235,false
Past Sale,Single Family Residential,47 Harrington St,San Francisco,CA,94112,799000,2,2.0,Mission Terrace,1700,2495,1909,2,,,Sold,,,,2015-04-13,875000,2015-07-02,850000.0,http://www.redfin.com/CA/San-Francisco/47-Harrington-St-94112/home/694313,San Francisco Association of Realtors (SFARMLS),430949,Coldwell Banker Res. R.E. Svcs,N,Y,37.725394,-122.435385,false
Past Sale,Single Family Residential,330 Peru Ave,San Francisco,CA,94112,668000,2,1.0,Excelsior,1200,1875,1925,1,Garage,,Sold,,,,,668000,2015-07-09,825000.0,http://www.redfin.com/CA/San-Francisco/330-Peru-Ave-94112/home/1849800,San Francisco Association of Realtors (SFARMLS),433803,Coldwell Banker Res. R.E. Svcs,N,Y,37.727054,-122.426917,false
Past Sale,Single Family Residential,742 Avalon Ave,San Francisco,CA,94112,799000,5,4.0,Excelsior,1623,2500,1950,1,,,Sold,,,,,799000,2015-07-17,1050000.0,http://www.redfin.com/CA/San-Francisco/742-Avalon-Ave-94112/home/1566546,San Francisco Association of Realtors (SFARMLS),433956,BHG J.F. Finnegan Realtors,N,Y,37.724631,-122.426358,false
Past Sale,Single Family Residential,311 Paris,San Francisco,CA,94112,438000,3,1.0,Excelsior,,,1947,1,Garage,,Sold,,,,,399000,2012-11-30,438000.0,http://www.redfin.com/CA/San-Francisco/311-Paris-St-94112/home/1075403,San Francisco Association of Realtors (SFARMLS),400810,Prime Realty,N,Y,37.723633,-122.433216,false
Past Sale,Single Family Residential,71 Santa Ynez Ave,San Francisco,CA,94112,699000,2,1.0,Mission Terrace,1060,3349,1919,4,Garage,,Sold,,,,,699000,2014-08-22,730000.0,http://www.redfin.com/CA/San-Francisco/71-Santa-Ynez-Ave-94112/home/698234,San Francisco Association of Realtors (SFARMLS),422584,Prudential California Realty,N,Y,37.724152,-122.439929,false
Past Sale,Single Family Residential,69 San Juan Ave,San Francisco,CA,94112,499000,3,1.0,Mission Terrace,,,1914,2,Garage,,Sold,,,,,499000,2012-12-17,610000.0,http://www.redfin.com/CA/San-Francisco/69-San-Juan-Ave-94112/home/1840985,San Francisco Association of Realtors (SFARMLS),403010,Paragon Real Estate Group,N,Y,37.724329,-122.436479,false
Past Sale,Single Family Residential,153 Gladstone Dr,San Francisco,CA,94112,,3,1.0,94112,707,,1942,,,,,,,,,,2015-04-01,250000.0,http://www.redfin.com/CA/San-Francisco/153-Gladstone-Dr-94112/home/1362643,,,,N,Y,37.729138,-122.422179,
Past Sale,Condo/Coop,4815 Mission St #102,San Francisco,CA,94112,498000,3,2.0,Excelsior,1339,,2001,1,,,Sold,,,,,498000,2013-09-20,490000.0,http://www.redfin.com/CA/San-Francisco/4815-Mission-St-94112/unit-102/home/28635473,San Francisco Association of Realtors (SFARMLS),406752,"Comax Realty, Inc.",N,Y,37.721176,-122.437118,false
Past Sale,Condo/Coop,12 Avalon AVE Apt 4,San Francisco,CA,94112,,2,2.0,94112,1120,,1979,,,,,,,,,,2013-04-12,495000.0,http://www.redfin.com/CA/San-Francisco/12-Avalon-AVE-94112/unit-4/home/55244501,,,,N,Y,37.7274798,-122.4323329,
Past Sale,Condo/Coop,12 Avalon AVE Apt 5,San Francisco,CA,94112,,2,2.0,94112,1135,,1979,,,,,,,,,,2013-06-28,580000.0,http://www.redfin.com/CA/San-Francisco/12-Avalon-AVE-94112/unit-5/home/55244502,,,,N,Y,37.7274798,-122.4323329,
Past Sale,Condo/Coop,12 Avalon AVE Apt 2,San Francisco,CA,94112,,2,2.0,94112,1127,,1979,,,,,,,,,,2013-07-03,555000.0,http://www.redfin.com/CA/San-Francisco/12-Avalon-AVE-94112/unit-2/home/55244503,,,,N,Y,37.7274798,-122.4323329,
Past Sale,Condo/Coop,12 Avalon AVE Apt 3,San Francisco,CA,94112,,1,1.0,94112,851,,1979,,,,,,,,,,2013-05-15,425000.0,http://www.redfin.com/CA/San-Francisco/12-Avalon-AVE-94112/unit-3/home/55244504,,,,N,Y,37.7274798,-122.4323329,
Past Sale,Condo/Coop,12 Avalon AVE Apt 9,San Francisco,CA,94112,,2,2.0,94112,1184,,1979,,,,,,,,,,2013-05-03,549500.0,http://www.redfin.com/CA/San-Francisco/12-Avalon-AVE-94112/unit-9/home/55244513,,,,N,Y,37.7274798,-122.4323329,
Past Sale,Condo/Coop,12 Avalon AVE Apt 8,San Francisco,CA,94112,,2,2.0,94112,1165,,1979,,,,,,,,,,2013-05-16,515000.0,http://www.redfin.com/CA/San-Francisco/12-Avalon-AVE-94112/unit-8/home/55244514,,,,N,Y,37.7274798,-122.4323329,
Past Sale,Condo/Coop,12 Avalon AVE Apt 7,San Francisco,CA,94112,,1,1.0,94112,851,,1979,,,,,,,,,,2013-05-15,449500.0,http://www.redfin.com/CA/San-Francisco/12-Avalon-AVE-94112/unit-7/home/55244515,,,,N,Y,37.7274798,-122.4323329,
Past Sale,Condo/Coop,12 Avalon AVE Apt 6,San Francisco,CA,94112,,2,2.0,94112,1190,,1979,,,,,,,,,,2013-05-24,570000.0,http://www.redfin.com/CA/San-Francisco/12-Avalon-AVE-94112/unit-6/home/55244516,,,,N,Y,37.7274798,-122.4323329,
Past Sale,Condo/Coop,412 Bosworth St Unit A,San Francisco,CA,94112,1249000,4,4.5,Bernal Heights,3000,,2011,1,Garage,,Sold,,,,,1249000,2014-08-15,1300000.0,http://www.redfin.com/CA/San-Francisco/412-Bosworth-St-94112/unit-A/home/40457306,San Francisco Association of Realtors (SFARMLS),422627,King Realty Group,N,Y,37.733491,-122.430717,false
Past Sale,Townhouse,6 Rousseau,San Francisco,CA,94112,1388888,5,4.5,Bernal Heights,4100,2500,,2,,,Sold,,,,2014-07-17,1449000,2014-08-29,1415000.0,http://www.redfin.com/CA/San-Francisco/6-Rousseau-ST-94112/home/53461463,San Francisco Association of Realtors (SFARMLS),418109,,N,Y,37.7337079,-122.430471,false
Past Sale,Single Family Residential,145 Bertita St,San Francisco,CA,94112,519000,2,2.0,Mission Terrace,1145,,1918,1,Garage,,Sold,,,,,519000,2014-04-21,535000.0,http://www.redfin.com/CA/San-Francisco/145-Bertita-St-94112/home/908688,San Francisco Association of Realtors (SFARMLS),415059,Century 21 Realty Alliance Fine Homes and Estates,N,Y,37.718821,-122.439885,false
Past Sale,Single Family Residential,721 Brazil Ave,San Francisco,CA,94112,,4,3.0,94112,1842,,1908,,,,,,,,,,2014-06-19,650000.0,http://www.redfin.com/CA/San-Francisco/721-Brazil-Ave-94112/home/2009121,,,,N,Y,37.722015,-122.428666,
Past Sale,Single Family Residential,321 Brazil Ave,San Francisco,CA,94112,748000,3,2.0,Excelsior,1578,2500,1956,2,Garage,,Sold,,,,,748000,2015-07-31,915000.0,http://www.redfin.com/CA/San-Francisco/321-Brazil-Ave-94112/home/947254,San Francisco Association of Realtors (SFARMLS),434163,BHG J.F. Finnegan Realtors,N,Y,37.723568,-122.431924,false
Past Sale,Single Family Residential,41 Maynard St,SAN FRANCISCO,CA,94112,699000,3,2.0,SAN FRANCISCO,1300,2250,1924,1,Garage,,Sold,,,,,699000,2015-07-20,925000.0,http://www.redfin.com/CA/San-Francisco/41-Maynard-St-94112/home/1527527,MLSListings Inc. (MLSLI),ML81472336,Realsmart Properties,N,Y,37.729407,-122.429621,false
Past Sale,Single Family Residential,101 Maynard St,San Francisco,CA,94112,989000,3,2.0,Excelsior,1489,2121,1900,2,Garage,,Sold,,,,,989000,2015-08-04,1200000.0,http://www.redfin.com/CA/San-Francisco/101-Maynard-St-94112/home/1527520,San Francisco Association of Realtors (SFARMLS),434327,Vanguard Properties,N,Y,37.729476,-122.428154,false
Past Sale,Single Family Residential,29 Cuvier St,San Francisco,CA,94112,799000,2,1.0,Bernal Heights,825,1816,1908,2,,,Sold,,,,,799000,2015-08-06,952000.0,http://www.redfin.com/CA/San-Francisco/29-Cuvier-St-94112/home/1836297,San Francisco Association of Realtors (SFARMLS),434827,Coldwell Banker Previews Int'l,N,Y,37.734425,-122.428491,false
Past Sale,Single Family Residential,31 Cayuga Ave,San Francisco,CA,94112,730000,2,2.0,Mission Terrace,1475,2037,1939,1,,,Sold,,,,2015-06-18,735000,2015-08-07,730000.0,http://www.redfin.com/CA/San-Francisco/31-Cayuga-Ave-94112/home/818222,San Francisco Association of Realtors (SFARMLS),433199,MidPac Real Estate,N,Y,37.731446,-122.429069,false
Past Sale,Single Family Residential,138 Milton St,San Francisco,CA,94112,1188000,4,3.0,Bernal Heights,1900,2500,1941,1,Garage,,Sold,,,,,1188000,2015-08-07,1328800.0,http://www.redfin.com/CA/San-Francisco/138-Milton-St-94112/home/1956546,San Francisco Association of Realtors (SFARMLS),435150,RE/MAX Westlake of Daly City,N,Y,37.732639,-122.429569,false
Past Sale,Single Family Residential,58 Ney St,SAN FRANCISCO,CA,94112,800000,1,1.0,SAN FRANCISCO,875,2748,1908,2,Garage,,Sold,,,,2015-05-09,900000,2015-08-14,630000.0,http://www.redfin.com/CA/San-Francisco/58-Ney-St-94112/home/957025,MLSListings Inc. (MLSLI),ML81461357,Victory America,N,Y,37.729766,-122.429044,false
Past Sale,Single Family Residential,127 Milton St,San Francisco,CA,94112,1190000,5,3.0,Bernal Heights,2037,2500,1900,1,Garage,,Sold,,,,,1190000,2015-08-18,1325000.0,http://www.redfin.com/CA/San-Francisco/Undisclosed-address-94112/home/967406,San Francisco Association of Realtors (SFARMLS),434731,Coldwell Banker Res. R.E. Svcs,N,Y,37.732892,-122.429085,false
Past Sale,Single Family Residential,818 Persia Ave,San Francisco,CA,94112,,2,1.0,94112,1209,,1900,,,,,,,,,,2015-02-02,582500.0,http://www.redfin.com/CA/San-Francisco/818-Persia-Ave-94112/home/1265027,,,,N,Y,37.719692,-122.429305,
Past Sale,Single Family Residential,147 Gladstone Dr,San Francisco,CA,94112,659000,2,2.0,Excelsior,,2495,1942,2,Garage,,Sold,,,,,659000,2015-07-30,800000.0,http://www.redfin.com/CA/San-Francisco/147-Gladstone-Dr-94112/home/975291,San Francisco Association of Realtors (SFARMLS),434067,McGuire Real Estate,N,Y,37.729146,-122.422007,false
Past Sale,Single Family Residential,649 Cayuga Ave,San Francisco,CA,94112,1250000,3,2.0,Mission Terrace,1880,2525,1936,2,Garage,,Sold,,,,,1250000,2015-07-28,1225000.0,http://www.redfin.com/CA/San-Francisco/649-Cayuga-Ave-94112/home/1265774,San Francisco Association of Realtors (SFARMLS),433811,,N,Y,37.72778,-122.43617,false
Past Sale,Single Family Residential,43 RUTH St,San Francisco County,CA,94112,388000,3,1.0,San Francisco County,,2543,1921,1,Garage,,Sold,,,,,388000,2014-10-10,550000.0,http://www.redfin.com/CA/San-Francisco/43-Ruth-St-94112/home/1133942,MLSListings Inc. (MLSLI),ML81435841,Gateway Properties,N,Y,37.723152,-122.436875,false
Past Sale,Single Family Residential,67 Santa Rosa Ave,SAN FRANCISCO,CA,94112,1088000,4,3.0,SAN FRANCISCO,2006,2500,1966,2,Garage,,Sold,,,,,1088000,2015-08-17,1200000.0,http://www.redfin.com/CA/San-Francisco/67-Santa-Rosa-Ave-94112/home/1970558,MLSListings Inc. (MLSLI),ML81484698,AMAC Realty & Lending,N,Y,37.726158,-122.435308,false
Past Sale,Single Family Residential,443 Lisbon St,San Francisco,CA,94112,805000,2,1.0,Excelsior,1670,2495,1914,2,,,Sold,,,,,805000,2015-08-21,970000.0,http://www.redfin.com/CA/San-Francisco/443-Lisbon-St-94112/home/2025088,San Francisco Association of Realtors (SFARMLS),435053,Zephyr Real Estate,N,Y,37.721189,-122.433878,false
Past Sale,Single Family Residential,21 Gladstone Dr,San Francisco,CA,94112,588000,2,1.0,Excelsior,862,2748,1942,1,,,Sold,,,,,588000,2015-08-11,630000.0,http://www.redfin.com/CA/San-Francisco/21-Gladstone-Dr-94112/home/771557,San Francisco Association of Realtors (SFARMLS),434078,Zephyr Real Estate,N,Y,37.731054,-122.41991,false
Past Sale,Condo/Coop,5020 MISSION St #3,San Francisco County,CA,94112,499000,3,2.0,San Francisco County,1553,2624,2004,1,Garage,,Sold,,,,,499000,2013-06-25,528000.0,http://www.redfin.com/CA/San-Francisco/5020-Mission-St-94112/unit-3/home/1962925,MLSListings Inc. (MLSLI),ML81320792,Keller Williams Benchmark Prop,N,Y,37.718257,-122.440031,false
Past Sale,Single Family Residential,570 Madrid St,San Francisco,CA,94112,,3,3.0,94112,1150,,1900,,,,,,,,,,2013-03-28,445000.0,http://www.redfin.com/CA/San-Francisco/570-Madrid-St-94112/home/1688004,,,,N,Y,37.720636,-122.433894,
Past Sale,Condo/Coop,4471 Mission St #2,San Francisco,CA,94112,589000,3,2.0,Excelsior,1500,,2000,1,,,Sold,,,,,589000,2013-06-14,585000.0,http://www.redfin.com/CA/San-Francisco/4471-Mission-St-94112/unit-2/home/1681871,San Francisco Association of Realtors (SFARMLS),406876,Berkshire Hathaway-Franciscan,N,Y,37.726578,-122.433031,false
Past Sale,Single Family Residential,88 Norton St,San Francisco,CA,94112,659000,2,1.0,Mission Terrace,1180,1850,1925,2,Garage,,Sold,,,,,659000,2015-03-25,950000.0,http://www.redfin.com/CA/San-Francisco/88-Norton-St-94112/home/1220786,San Francisco Association of Realtors (SFARMLS),429961,,N,Y,37.725482,-122.436327,false
Past Sale,Single Family Residential,419 Munich St,San Francisco,CA,94112,550000,4,1.0,Excelsior,,,1927,2,Garage,,Sold,,,,,550000,2012-10-19,650000.0,http://www.redfin.com/CA/San-Francisco/419-Munich-St-94112/home/1879810,San Francisco Association of Realtors (SFARMLS),400947,"Stevensen, Neal & Kasolas",N,Y,37.718864,-122.427996,false
Past Sale,Single Family Residential,832 Russia Ave,San Francisco,CA,94112,349900,2,1.0,Excelsior,770,2495,1910,2,,,Sold,,,,2014-12-22,548100,2015-04-29,382000.0,http://www.redfin.com/CA/San-Francisco/832-Russia-Ave-94112/home/1141588,San Francisco Association of Realtors (SFARMLS),421142,,N,Y,37.718098,-122.43041,false
Past Sale,Single Family Residential,2 Stoneybrook Ave,San Francisco,CA,94112,,,1.0,94112,862,,1942,,,,,,,,,,2012-12-13,400000.0,http://www.redfin.com/CA/San-Francisco/2-Stoneybrook-Ave-94112/home/2019697,,,,N,Y,37.730853,-122.421913,
Past Sale,Single Family Residential,27 Benton Ave,San Francisco,CA,94112,999000,4,3.0,Bernal Heights,2512,,1940,2,Garage,,Sold,,,,2012-08-02,1050000,2013-05-24,903000.0,http://www.redfin.com/CA/San-Francisco/27-Benton-Ave-94112/home/768579,San Francisco Association of Realtors (SFARMLS),398435,"Azari Group Real Estate, The",N,Y,37.732367,-122.426823,false
Past Sale,Single Family Residential,385 JUSTIN Dr,San Francisco County,CA,94112,725000,2,1.0,St. Marys Park,1250,2507,1926,2,Garage,,Sold,,,,,725000,2013-11-17,750000.0,http://www.redfin.com/CA/San-Francisco/385-Justin-Dr-94112/home/1016266,MLSListings Inc. (MLSLI),ML81336999,Aetna Realty,N,Y,37.732022,-122.423206,false
Past Sale,Condo/Coop,189 College Ave #2,San Francisco,CA,94112,745000,2,2.5,Bernal Heights,1100,,1910,1,,,Sold,,,,,745000,2014-03-27,725000.0,http://www.redfin.com/CA/San-Francisco/189-College-Ave-94112/unit-1/home/1945278,San Francisco Association of Realtors (SFARMLS),416550,Re/Max Accord,N,Y,37.735506,-122.42524,false
Past Sale,Single Family Residential,323 Madrid St,San Francisco,CA,94112,,,1.0,94112,625,,1910,,,,,,,,,,2013-09-16,439000.0,http://www.redfin.com/CA/San-Francisco/323-Madrid-St-94112/home/975344,,,,N,Y,37.72421,-122.430499,
Past Sale,Single Family Residential,730 Excelsior Ave,San Francisco,CA,94112,,,1.0,94112,875,,1926,,,,,,,,,,2014-03-21,630000.0,http://www.redfin.com/CA/San-Francisco/730-Excelsior-Ave-94112/home/966502,,,,N,Y,37.723207,-122.427637,
Past Sale,Single Family Residential,931 Cayuga Ave,San Francisco,CA,94112,,6,3.0,94112,3609,,1904,,,,,,,,,,2013-04-18,550000.0,http://www.redfin.com/CA/San-Francisco/931-Cayuga-Ave-94112/home/1195368,,,,N,Y,37.722947,-122.438908,
