SALE TYPE,HOME TYPE,ADDRESS,CITY,STATE,ZIP,LIST PRICE,BEDS,BATHS,LOCATION,SQFT,LOT SIZE,YEAR BUILT,PARKING SPOTS,PARKING TYPE,DAYS ON MARKET,STATUS,NEXT OPEN HOUSE DATE,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,RECENT REDUCTION DATE,ORIGINAL LIST PRICE,LAST SALE DATE,LAST SALE PRICE,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,LISTING ID,ORIGINAL SOURCE,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,IS SHORT SALE
Past Sale,Single Family Residential,230 Brazil Ave,San Francisco,CA,94112,688000,3,1.5,Excelsior,2430,,1924,2,Garage,,Sold,,,,,688000,2013-07-09,805000.0,http://www.redfin.com/CA/San-Francisco/230-Brazil-Ave-94112/home/1950995,San Francisco Association of Realtors (SFARMLS),408964,Century 21 Baldini Realty,N,Y,37.723503,-122.432861,false
Past Sale,Single Family Residential,11 Otsego Ave,San Francisco,CA,94112,549000,2,1.0,Mission Terrace,765,,1912,2,,,Sold,,,,,549000,2013-08-09,549000.0,http://www.redfin.com/CA/San-Francisco/11-Otsego-Ave-94112/home/2027414,San Francisco Association of Realtors (SFARMLS),403380,McGuire Real Estate,N,Y,37.726849,-122.43869,false
Past Sale,Single Family Residential,80 Benton Ave,San Francisco,CA,94112,719000,3,1.0,Bernal Heights,1107,4046,1940,2,Garage,,Sold,,,,,719000,2014-08-26,900000.0,http://www.redfin.com/CA/San-Francisco/80-Benton-Ave-94112/home/1990334,San Francisco Association of Realtors (SFARMLS),422962,Prudential California Realty,N,Y,37.732548,-122.425786,false
Past Sale,Single Family Residential,26 Camellia Ave,San Francisco,CA,94112,749000,2,1.0,Mission Terrace,1118,,1928,2,Garage,,Sold,,,,,749000,2013-06-14,805000.0,http://www.redfin.com/CA/San-Francisco/26-Camellia-Ave-94112/home/1397823,San Francisco Association of Realtors (SFARMLS),407277,Zephyr Real Estate,N,Y,37.730058,-122.431355,false
Past Sale,Single Family Residential,964 Avalon Ave,San Francisco,CA,94112,539000,2,1.0,Excelsior,750,,1950,1,Garage,,Sold,,,,,539000,2013-09-27,590000.0,http://www.redfin.com/CA/San-Francisco/964-Avalon-Ave-94112/home/985175,San Francisco Association of Realtors (SFARMLS),412286,,N,Y,37.724762,-122.423829,false
Past Sale,Single Family Residential,126 Justin,San Francisco,CA,94112,899000,3,2.0,Bernal Heights,1643,,1929,2,Garage,,Sold,,,,,899000,2013-02-28,931000.0,http://www.redfin.com/CA/San-Francisco/126-Justin-Dr-94112/home/1990330,San Francisco Association of Realtors (SFARMLS),403388,Alain Pinel Realtors,N,Y,37.733277,-122.422401,false
Past Sale,Single Family Residential,175 Valmar Ter,San Francisco,CA,94112,510000,3,1.25,Excelsior,,,1950,2,Garage,,Sold,,,,,510000,2012-11-30,520000.0,http://www.redfin.com/CA/San-Francisco/175-Valmar-Ter-94112/home/1016639,San Francisco Association of Realtors (SFARMLS),401712,BHG Mason-McDuffie Real Estate,N,Y,37.725013,-122.425401,false
Past Sale,Single Family Residential,200 Genebern Way,San Francisco,CA,94112,979000,3,2.0,Bernal Heights,2491,,1940,2,Garage,,Sold,,,,,979000,2013-06-21,1112000.0,http://www.redfin.com/CA/San-Francisco/200-Genebern-Way-94112/home/1929014,San Francisco Association of Realtors (SFARMLS),408044,Brown & Co. Real Estate,N,Y,37.732693,-122.425507,false
Past Sale,Single Family Residential,431 Silver Ave,San Francisco,CA,94112,699000,3,1.5,Excelsior,1563,,1914,2,Garage,,Sold,,,,,699000,2013-10-24,750000.0,http://www.redfin.com/CA/San-Francisco/431-Silver-Ave-94112/home/1835729,San Francisco Association of Realtors (SFARMLS),412212,McGuire Real Estate,N,Y,37.728801,-122.427493,false
Past Sale,Single Family Residential,41 Vienna St,San Francisco,CA,94112,488000,2,1.0,Excelsior,800,2650,1925,1,Garage,,Sold,,,,,488000,2014-01-28,530000.0,http://www.redfin.com/CA/San-Francisco/41-Vienna-St-94112/home/39827970,San Francisco Association of Realtors (SFARMLS),415828,Bay One Realty,N,Y,37.727791,-122.424528,false
Past Sale,Single Family Residential,90 Stoneybrook Ave,San Francisco,CA,94112,600000,3,2.0,Excelsior,1231,2304,1942,2,Garage,,Sold,,,,,600000,2014-05-16,670000.0,http://www.redfin.com/CA/San-Francisco/90-Stoneybrook-Ave-94112/home/2034672,San Francisco Association of Realtors (SFARMLS),418638,Hartford Properties,N,Y,37.729423,-122.422643,false
Past Sale,Single Family Residential,222 Maynard St,San Francisco,CA,94112,725000,3,2.0,Excelsior,1375,2750,1927,1,,,Sold,,,,,725000,2014-05-21,725000.0,http://www.redfin.com/CA/San-Francisco/222-Maynard-St-94112/home/1868876,San Francisco Association of Realtors (SFARMLS),420981,Zephyr Real Estate,N,Y,37.729208,-122.425443,false
Past Sale,Single Family Residential,278 Edinburgh St,San Francisco,CA,94112,848000,5,3.0,Excelsior,1777,2495,1922,1,,,Sold,,,,,738000,2014-05-30,875000.0,http://www.redfin.com/CA/San-Francisco/278-Edinburgh-St-94112/home/1743409,San Francisco Association of Realtors (SFARMLS),419055,BHG J.F. Finnegan Realtors,N,Y,37.724798,-122.429649,false
Past Sale,Single Family Residential,239 Justin Dr,San Francisco,CA,94112,1299000,3,4.0,Bernal Heights,2068,3281,1926,1,Garage,,Sold,,,,,1299000,2014-09-19,1450000.0,http://www.redfin.com/CA/San-Francisco/239-Justin-Dr-94112/home/1511053,San Francisco Association of Realtors (SFARMLS),423872,RE/MAX Westlake of Daly City,N,Y,37.732764,-122.421441,false
Past Sale,Single Family Residential,50 Mirando St,San Francisco,CA,94112,959000,4,3.0,Bernal Heights,1865,1925,1965,2,Garage,,Sold,,,,2014-10-15,1295000,2014-11-17,1125000.0,http://www.redfin.com/CA/San-Francisco/50-Mirando-St-94112/home/1389733,San Francisco Association of Realtors (SFARMLS),425236,McGuire Real Estate,N,Y,37.73253,-122.42897,false
Past Sale,Single Family Residential,87 Stoneyford Ave,San Francisco,CA,94112,,2,2.0,94112,1118,,1942,,,,,,,,,,2012-12-31,184559.0,http://www.redfin.com/CA/San-Francisco/87-Stoneyford-Ave-94112/home/768697,,,,N,Y,37.729569,-122.421024,
Past Sale,Single Family Residential,245 Justin Dr,San Francisco,CA,94112,989000,3,2.0,Bernal Heights,1312,3336,1926,2,Garage,,Sold,,,,,989000,2014-10-17,1065000.0,http://www.redfin.com/CA/San-Francisco/245-Justin-Dr-94112/home/1414521,San Francisco Association of Realtors (SFARMLS),424751,Coldwell Banker Res. R.E. Svcs,N,Y,37.73268,-122.421382,false
Past Sale,Single Family Residential,27 Vienna St,San Francisco,CA,94112,,,1.0,94112,900,,1949,,,,,,,,,,2014-11-18,615000.0,http://www.redfin.com/CA/San-Francisco/27-Vienna-St-94112/home/771317,,,,N,Y,37.728027,-122.42435,
Past Sale,Single Family Residential,223 Edinburgh St,San Francisco,CA,94112,749000,4,1.0,Excelsior,2437,2500,1905,1,Garage,,Sold,,,,,749000,2015-01-12,720000.0,http://www.redfin.com/CA/San-Francisco/223-Edinburgh-St-94112/home/1389069,San Francisco Association of Realtors (SFARMLS),427173,Paragon Real Estate Group,N,Y,37.725383,-122.428521,false
Past Sale,Single Family Residential,501 College Ave,San Francisco,CA,94112,,,1.0,94112,1417,,1941,,,,,,,,,,2015-01-14,323000.0,http://www.redfin.com/CA/San-Francisco/501-College-Ave-94112/home/1712117,,,,N,Y,37.732816,-122.423259,
Past Sale,Single Family Residential,26 St Marys,San Francisco,CA,94112,799000,2,1.0,Bernal Heights,,,1904,1,Garage,,Sold,,,,,799000,2013-08-27,940000.0,http://www.redfin.com/CA/San-Francisco/26-Saint-Marys-Ave-94112/home/917006,San Francisco Association of Realtors (SFARMLS),410756,Zephyr Real Estate,N,Y,37.734342,-122.4265,false
Past Sale,Single Family Residential,162 College Ave,San Francisco,CA,04112,650000,3,1.0,Bernal Heights,1205,2064,,0,,,Sold,,,,,650000,2014-01-29,650000.0,http://www.redfin.com/CA/San-Francisco/162-College-Ave-94112/home/809376,San Francisco Association of Realtors (SFARMLS),416849,"Summit Real Estate Group, Inc",N,Y,37.735156,-122.425703,false
Past Sale,Single Family Residential,177 College Ave,San Francisco,CA,94112,1377000,3,2.5,Bernal Heights,1822,2474,1924,1,Garage,,Sold,,,,2014-10-09,1549000,2014-10-24,1325000.0,http://www.redfin.com/CA/San-Francisco/177-College-Ave-94112/home/1863338,San Francisco Association of Realtors (SFARMLS),424989,Coldwell Banker,N,Y,37.735529,-122.425502,false
Past Sale,Single Family Residential,664 Paris St,San Francisco,CA,94112,,,1.0,94112,1052,,1910,,,,,,,,,,2014-10-27,200000.0,http://www.redfin.com/CA/San-Francisco/664-Paris-St-94112/home/1026820,,,,N,Y,37.718405,-122.437753,
Past Sale,Single Family Residential,539 Cayuga,San Francisco,CA,94112,625000,2,1.0,Mission Terrace,1400,,1940,2,Garage,,Sold,,,,,625000,2012-10-25,653000.0,http://www.redfin.com/CA/San-Francisco/539-Cayuga-Ave-94112/home/1363596,San Francisco Association of Realtors (SFARMLS),399265,Century 21 Baldini Realty,N,Y,37.728684,-122.435447,true
Past Sale,Single Family Residential,1859 San Jose Ave,San Francisco,CA,94112,838000,3,2.0,Mission Terrace,1550,,1923,1,Garage,,Sold,,,,,838000,2014-03-18,1225000.0,http://www.redfin.com/CA/San-Francisco/1859-San-Jose-Ave-94112/home/1564922,San Francisco Association of Realtors (SFARMLS),416987,Zephyr Real Estate,N,Y,37.727557,-122.440627,false
Past Sale,Single Family Residential,19 Delano Ave,San Francisco,CA,94112,789000,3,1.5,Mission Terrace,1684,3119,1912,2,Garage,,Sold,,,,,789000,2013-11-27,1033000.0,http://www.redfin.com/CA/San-Francisco/19-Delano-Ave-94112/home/1900580,San Francisco Association of Realtors (SFARMLS),414856,Coldwell Banker,N,Y,37.72726,-122.43961,false
Past Sale,Single Family Residential,175 Cotter St,San Francisco,CA,94112,949000,3,2.0,Mission Terrace,,,,1,Garage,,Sold,,,,,949000,2014-12-05,1225269.0,http://www.redfin.com/CA/San-Francisco/175-Cotter-St-94112/home/1736437,San Francisco Association of Realtors (SFARMLS),427731,Zephyr Real Estate,N,Y,37.728734,-122.436086,false
Past Sale,Single Family Residential,206 Lisbon St,San Francisco,CA,94112,599000,3,1.0,Excelsior,1250,1875,1926,1,Garage,,Sold,,,,,599000,2014-04-16,725000.0,http://www.redfin.com/CA/San-Francisco/206-Lisbon-St-94112/home/1065259,San Francisco Association of Realtors (SFARMLS),418159,Coldwell Banker Res. R.E. Svcs,N,Y,37.72505,-122.431588,false
Past Sale,Single Family Residential,498 Capistrano,San Francisco,CA,94112,795000,3,2.0,Mission Terrace,2201,,1925,1,Garage,,Sold,,,,,795000,2013-06-24,1051000.0,http://www.redfin.com/CA/San-Francisco/498-Capistrano-Ave-94112/home/1834655,San Francisco Association of Realtors (SFARMLS),408735,Zephyr Real Estate,N,Y,37.724463,-122.439509,false
Past Sale,Single Family Residential,79 Norton St,San Francisco,CA,94112,698000,2,1.0,Mission Terrace,880,2465,1905,2,Garage,,Sold,,,,2013-09-27,775000,2013-11-01,723000.0,http://www.redfin.com/CA/San-Francisco/79-Norton-St-94112/home/1686633,San Francisco Association of Realtors (SFARMLS),412587,Pacific Union International,N,Y,37.725089,-122.436422,false
Past Sale,Single Family Residential,130 Delano Ave,San Francisco,CA,94112,998000,4,3.0,Mission Terrace,1830,3275,1924,1,Garage,,Sold,,,,,988000,2014-09-19,1200000.0,http://www.redfin.com/CA/San-Francisco/130-Delano-Ave-94112/home/698579,San Francisco Association of Realtors (SFARMLS),423745,"Ameristate Realty, Inc.",N,Y,37.726195,-122.441086,false
Past Sale,Single Family Residential,126 Cayuga Ave,San Francisco,CA,94112,999000,4,3.5,Mission Terrace,2014,2949,,1,Garage,,Sold,,,,2014-08-21,1199000,2014-10-09,1055000.0,http://www.redfin.com/CA/San-Francisco/126-Cayuga-Ave-94112/home/1998019,San Francisco Association of Realtors (SFARMLS),423634,Vanguard Properties,N,Y,37.731208,-122.431301,false
Past Sale,Single Family Residential,258 Lisbon St,San Francisco,CA,94112,650000,2,1.0,Excelsior,1250,2495,1924,2,Garage,,Sold,,,,,650000,2014-09-19,690000.0,http://www.redfin.com/CA/San-Francisco/258-Lisbon-St-94112/home/1918033,San Francisco Association of Realtors (SFARMLS),423692,,N,Y,37.724303,-122.432204,false
Past Sale,Single Family Residential,248 Theresa St,San Francisco,CA,94112,,,1.0,94112,1325,,1941,,,,,,,,,,2014-11-07,360100.0,http://www.redfin.com/CA/San-Francisco/248-Theresa-St-94112/home/1815975,,,,N,Y,37.730251,-122.435948,
Past Sale,Single Family Residential,222 Tingley St,San Francisco,CA,94112,,,1.0,94112,1019,,1925,,,,,,,,,,2014-11-20,575000.0,http://www.redfin.com/CA/San-Francisco/222-Tingley-St-94112/home/817816,,,,N,Y,37.730287,-122.43485,
Past Sale,Single Family Residential,36 Tingley St,San Francisco,CA,94112,,4,2.0,94112,2092,,1900,,,,,,,,,,2014-11-25,940000.0,http://www.redfin.com/CA/San-Francisco/36-Tingley-St-94112/home/1076316,,,,N,Y,37.72881,-122.432508,
Past Sale,Single Family Residential,126 Santa Ynez Ave,San Francisco,CA,94112,999888,3,2.0,Mission Terrace,1763,3225,1922,2,Garage,,Sold,,,,,999888,2015-01-30,988000.0,http://www.redfin.com/CA/San-Francisco/126-Santa-Ynez-Ave-94112/home/698626,San Francisco Association of Realtors (SFARMLS),428209,,N,Y,37.725134,-122.440575,false
Past Sale,Single Family Residential,190 Onondaga,San Francisco,CA,94112,639000,2,1.5,Mission Terrace,1248,,,2,Garage,,Sold,,,,,639000,2013-07-26,640000.0,http://www.redfin.com/CA/San-Francisco/190-Onondaga-Ave-94112/home/814832,San Francisco Association of Realtors (SFARMLS),404167,Redmond Realty,N,Y,37.722839,-122.441095,false
Past Sale,Single Family Residential,327 London,San Francisco,CA,94112,599000,3,2.0,Excelsior,1625,,1900,3,Garage,,Sold,,,,,599000,2012-10-31,680000.0,http://www.redfin.com/CA/San-Francisco/327-London-St-94112/home/1141298,San Francisco Association of Realtors (SFARMLS),400919,Pacific Union International,N,Y,37.723744,-122.434121,false
Past Sale,Single Family Residential,426 Munich St,San Francisco,CA,94112,689000,5,3.0,Excelsior,1575,,1908,1,,,Sold,,,,,689000,2013-04-11,738000.0,http://www.redfin.com/CA/San-Francisco/426-Munich-St-94112/home/780153,San Francisco Association of Realtors (SFARMLS),404151,Prudential California Realty,N,Y,37.718985,-122.428595,false
Past Sale,Single Family Residential,2 Meda Ave,San Francisco,CA,94112,650000,4,3.0,Mission Terrace,1700,,,1,Garage,,Sold,,,,,650000,2013-09-27,765000.0,http://www.redfin.com/CA/San-Francisco/2-Meda-Ave-94112/home/700749,San Francisco Association of Realtors (SFARMLS),410154,Asia Pacific Groups,N,Y,37.723612,-122.441041,false
Past Sale,Single Family Residential,955 Cayuga Ave,San Francisco,CA,94112,798000,3,1.5,Mission Terrace,1320,1616,1948,2,Garage,,Sold,,,,,798000,2014-11-24,825000.0,http://www.redfin.com/CA/San-Francisco/955-Cayuga-Ave-94112/home/1760784,San Francisco Association of Realtors (SFARMLS),426303,King Realty Group,N,Y,37.722803,-122.439132,false
Past Sale,Single Family Residential,180 Ocean Ave,San Francisco,CA,94112,650000,2,1.0,Mission Terrace,860,2082,1915,1,Garage,,Sold,,,,,650000,2014-10-10,700000.0,http://www.redfin.com/CA/San-Francisco/180-Ocean-Ave-94112/home/698214,San Francisco Association of Realtors (SFARMLS),424878,DCP Realty,N,Y,37.723569,-122.440462,false
Past Sale,Single Family Residential,1 Rosella Ct,San Francisco,CA,94112,794900,3,2.0,Mission Terrace,1950,3598,1900,1,Garage,,Sold,,,,2014-07-29,855000,2014-09-10,775000.0,http://www.redfin.com/CA/San-Francisco/1-Rosella-Ct-94112/home/1808306,San Francisco Association of Realtors (SFARMLS),422224,,N,Y,37.722198,-122.438711,false
Past Sale,Single Family Residential,491 Madrid St,San Francisco,CA,94112,,,1.0,94112,1450,,1928,,,,,,,,,,2014-12-19,560000.0,http://www.redfin.com/CA/San-Francisco/491-Madrid-St-94112/home/1471838,,,,N,Y,37.721658,-122.432433,
Past Sale,Single Family Residential,443 Brazil Ave,San Francisco,CA,94112,549000,3,1.5,Excelsior,1190,2504,1907,2,Garage,,Sold,,,,,549000,2015-01-06,730000.0,http://www.redfin.com/CA/San-Francisco/443-Brazil-Ave-94112/home/775173,San Francisco Association of Realtors (SFARMLS),427569,Lopez Realty,N,Y,37.72308,-122.430901,false
Past Sale,Single Family Residential,587 Naples St,San Francisco,CA,94112,,2,1.0,94112,1450,,1907,,,,,,,,,,2015-01-30,699000.0,http://www.redfin.com/CA/San-Francisco/587-Naples-St-94112/home/1273794,,,,N,Y,37.7194,-122.431965,
Past Sale,Condo/Coop,4451 Mission #301,San Francisco,CA,94112,455000,3,2.0,Excelsior,1338,,,1,Garage,,Sold,,,,,455000,2013-01-18,455000.0,http://www.redfin.com/CA/San-Francisco/4451-Mission-St-94112/unit-301/home/39829035,San Francisco Association of Realtors (SFARMLS),397545,Abstar Investment,N,Y,37.726842,-122.43283,false
Past Sale,Single Family Residential,866 Cayuga Ave,San Francisco,CA,94112,928000,4,3.0,Mission Terrace,,2670,1934,1,Garage,,Sold,,,,,928000,2014-05-30,1380000.0,http://www.redfin.com/CA/San-Francisco/866-Cayuga-Ave-94112/home/697681,San Francisco Association of Realtors (SFARMLS),420251,Coldwell Banker Res. R.E. Svcs,N,Y,37.724388,-122.438648,false
Past Sale,Single Family Residential,323 Edinburgh St,San Francisco,CA,94112,678000,3,2.0,Excelsior,1075,,,1,,,Sold,,,,2014-04-29,799000,2014-05-29,725000.0,http://www.redfin.com/CA/San-Francisco/323-Edinburgh-St-94112/home/775224,San Francisco Association of Realtors (SFARMLS),417481,BHG J.F. Finnegan Realtors,N,Y,37.723829,-122.429698,false
Past Sale,Condo/Coop,133 College Ave #1,San Francisco,CA,94112,849000,3,3.0,Bernal Heights,1434,,,1,,,Sold,,,,,849000,2013-07-12,1025000.0,http://www.redfin.com/CA/San-Francisco/133-College-Ave-94112/unit-1/home/805537,San Francisco Association of Realtors (SFARMLS),409137,Paragon Real Estate Group,N,Y,37.735611,-122.426463,false
Past Sale,Condo/Coop,4005 Mission St #1,San Francisco,CA,94112,,3,2.0,94112,1551,,2005,,,,,,,,,,2013-12-31,760000.0,http://www.redfin.com/CA/San-Francisco/4005-Mission-St-94112/unit-1/home/11743715,,,,N,Y,37.733392,-122.426273,
Past Sale,Single Family Residential,39 Stoneyford Ave,San Francisco,CA,94112,600000,2,1.0,Excelsior,862,2339,1942,1,,,Sold,,,,,600000,2014-08-01,630000.0,http://www.redfin.com/CA/San-Francisco/39-Stoneyford-Ave-94112/home/1158662,San Francisco Association of Realtors (SFARMLS),423398,Pacific Union International,N,Y,37.730529,-122.420741,false
Past Sale,Single Family Residential,135 Gladstone Dr,San Francisco,CA,94112,699000,2,1.0,Excelsior,707,,1942,1,Garage,,Sold,,,,,699000,2013-10-09,698000.0,http://www.redfin.com/CA/San-Francisco/135-Gladstone-Dr-94112/home/1912249,San Francisco Association of Realtors (SFARMLS),410581,K K & C Realty,N,Y,37.729093,-122.421656,false
Past Sale,Single Family Residential,318 Madrid St,San Francisco,CA,94112,,,1.0,94112,1250,,1921,,,,,,,,,,2013-12-31,590000.0,http://www.redfin.com/CA/San-Francisco/318-Madrid-St-94112/home/1310452,,,,N,Y,37.72451,-122.430958,
Past Sale,Single Family Residential,183 Paris St,San Francisco,CA,94112,688000,2,2.0,Excelsior,2095,,1923,2,Garage,,Sold,,,,,688000,2013-07-18,750000.0,http://www.redfin.com/CA/San-Francisco/183-Paris-St-94112/home/1868921,San Francisco Association of Realtors (SFARMLS),409419,Nationwide Financial & Realty,N,Y,37.725645,-122.431592,false
Past Sale,Single Family Residential,120 London St,San Francisco,CA,94112,765000,2,2.0,Excelsior,1775,1875,1926,1,Garage,,Sold,,,,,765000,2014-05-20,902000.0,http://www.redfin.com/CA/San-Francisco/120-London-St-94112/home/1971597,San Francisco Association of Realtors (SFARMLS),419012,Redfin,N,Y,37.727136,-122.43219,false
Past Sale,Single Family Residential,448 Madrid St,San Francisco,CA,94112,399000,1,1.0,Excelsior,1060,,1900,0,,,Sold,,,,,399000,2014-03-05,400000.0,http://www.redfin.com/CA/San-Francisco/448-Madrid-St-94112/home/1026509,San Francisco Association of Realtors (SFARMLS),416484,Coldwell Banker,N,Y,37.722545,-122.432447,false
Past Sale,Single Family Residential,275 Lisbon St,San Francisco,CA,94112,649000,2,2.0,Excelsior,1236,2500,1908,0,,,Sold,,,,,649000,2014-10-06,665000.0,http://www.redfin.com/CA/San-Francisco/275-Lisbon-St-94112/home/1084553,San Francisco Association of Realtors (SFARMLS),423988,Brown & Co. Real Estate,N,Y,37.723827,-122.431879,false
Past Sale,Single Family Residential,610 Russia Ave,San Francisco,CA,94112,599000,2,1.0,Excelsior,1125,2495,1922,2,Garage,,Sold,,,,,599000,2014-04-29,850000.0,http://www.redfin.com/CA/San-Francisco/610-Russia-Ave-94112/home/1986322,San Francisco Association of Realtors (SFARMLS),419054,Zephyr Real Estate,N,Y,37.718971,-122.432236,false
Past Sale,Single Family Residential,534 Naples St,San Francisco,CA,94112,599000,3,2.0,Excelsior,1398,2500,1904,1,Garage,,Sold,,,,,599000,2014-07-07,720000.0,http://www.redfin.com/CA/San-Francisco/534-Naples-St-94112/home/777259,San Francisco Association of Realtors (SFARMLS),421519,"Alain Pinel, REALTORS®",N,Y,37.720405,-122.431889,false
Past Sale,Single Family Residential,361 Capistrano Ave,San Francisco,CA,94112,749000,3,2.0,Mission Terrace,1078,,1925,1,Garage,,Sold,,,,,749000,2013-07-19,850000.0,http://www.redfin.com/CA/San-Francisco/361-Capistrano-Ave-94112/home/1734227,San Francisco Association of Realtors (SFARMLS),408321,Coldwell Banker Infiniti Group,N,Y,37.725856,-122.438246,false
Past Sale,Single Family Residential,331 Capistrano Ave,San Francisco,CA,94112,675000,4,2.0,Mission Terrace,1668,,1925,2,Garage,,Sold,,,,,675000,2013-08-09,803000.0,http://www.redfin.com/CA/San-Francisco/331-Capistrano-Ave-94112/home/1412865,San Francisco Association of Realtors (SFARMLS),410433,Zephyr Real Estate,N,Y,37.726175,-122.438058,false
Past Sale,Single Family Residential,107 San Juan,San Francisco,CA,94112,749000,2,1.0,Mission Terrace,1580,2132,1937,2,Garage,,Sold,,,,,749000,2013-10-23,835000.0,http://www.redfin.com/CA/San-Francisco/107-San-Juan-Ave-94112/home/914418,San Francisco Association of Realtors (SFARMLS),413133,Tower Properties,N,Y,37.724773,-122.437379,false
Past Sale,Single Family Residential,626 Paris St,San Francisco,CA,94112,938000,4,3.5,Excelsior,2590,,2013,1,Garage,,Sold,,,,,938000,2013-11-19,1190000.0,http://www.redfin.com/CA/San-Francisco/626-Paris-St-94112/home/1785025,San Francisco Association of Realtors (SFARMLS),414075,Vanguard Properties,N,Y,37.718935,-122.437354,false
Past Sale,Single Family Residential,1682 Alemany Blvd,San Francisco,CA,94112,899000,3,2.5,Mission Terrace,1541,2500,1929,1,Garage,,Sold,,,,2014-07-16,988000,2014-08-11,900000.0,http://www.redfin.com/CA/San-Francisco/1682-Alemany-Blvd-94112/home/2031676,San Francisco Association of Realtors (SFARMLS),422366,Anchor Realty,N,Y,37.7253,-122.437142,false
Past Sale,Single Family Residential,177 Santa Rosa Ave,San Francisco,CA,94112,995000,3,2.25,Mission Terrace,,3680,1925,2,Garage,,Sold,,,,,995000,2014-05-02,1250000.0,http://www.redfin.com/CA/San-Francisco/177-Santa-Rosa-Ave-94112/home/1421765,San Francisco Association of Realtors (SFARMLS),419047,"Domicile Properties, Inc.",N,Y,37.727458,-122.437717,false
Past Sale,Single Family Residential,224 Prague St,San Francisco,CA,94112,399000,1,1.0,Excelsior,624,,1906,0,,,Sold,,,,,399000,2013-09-18,455000.0,http://www.redfin.com/CA/San-Francisco/224-Prague-St-94112/home/1256794,San Francisco Association of Realtors (SFARMLS),411263,Century 21 Baldini Realty,N,Y,37.718601,-122.427791,false
Past Sale,Single Family Residential,921 Persia Ave,San Francisco,CA,94112,,,2.0,94112,1449,,1964,,,,,,,,,,2013-09-24,725000.0,http://www.redfin.com/CA/San-Francisco/921-Persia-Ave-94112/home/1114195,,,,N,Y,37.719692,-122.428308,
Past Sale,Single Family Residential,143 Athens St,San Francisco,CA,94112,510000,2,1.0,Excelsior,,,1950,1,Garage,,Sold,,,,,510000,2013-09-26,590000.0,http://www.redfin.com/CA/San-Francisco/143-Athens-St-94112/home/1735766,San Francisco Association of Realtors (SFARMLS),411662,Coldwell Banker Res. R.E. Svcs,N,Y,37.72553,-122.425208,false
Past Sale,Single Family Residential,266 Maynard St,San Francisco,CA,94112,629000,3,1.0,Excelsior,1000,2750,1939,1,Garage,,Sold,,,,,629000,2014-08-13,720000.0,http://www.redfin.com/CA/San-Francisco/266-Maynard-St-94112/home/771436,San Francisco Association of Realtors (SFARMLS),422379,Prudential California Realty,N,Y,37.729257,-122.424494,false
Past Sale,Single Family Residential,158 Madrid St,San Francisco,CA,94112,,,1.0,94112,1050,,1923,,,,,,,,,,2013-08-02,508000.0,http://www.redfin.com/CA/San-Francisco/158-Madrid-St-94112/home/1362748,,,,N,Y,37.727032,-122.429056,
Past Sale,Single Family Residential,450 Munich St,San Francisco,CA,94112,699000,3,1.0,Excelsior,1169,2495,1951,2,Garage,,Sold,,,,,699000,2014-12-16,750000.0,http://www.redfin.com/CA/San-Francisco/450-Munich-St-94112/home/1511225,San Francisco Association of Realtors (SFARMLS),427309,Pacific Union International,N,Y,37.718632,-122.428862,false
Past Sale,Single Family Residential,675 Naples St,San Francisco,CA,94112,688000,2,1.0,Excelsior,1400,2495,1941,1,Garage,,Sold,,,,,688000,2014-10-22,576000.0,http://www.redfin.com/CA/San-Francisco/675-Naples-St-94112/home/787797,San Francisco Association of Realtors (SFARMLS),418149,TRS Properties,N,Y,37.718017,-122.433006,false
Past Sale,Single Family Residential,354 Lisbon St,San Francisco,CA,94112,618400,2,1.0,Excelsior,1325,,1908,1,Garage,,Sold,,,,,499000,2014-07-11,618400.0,http://www.redfin.com/CA/San-Francisco/354-Lisbon-St-94112/home/778476,San Francisco Association of Realtors (SFARMLS),413415,BHG J.F. Finnegan Realtors,N,Y,37.722809,-122.433336,true
Past Sale,Single Family Residential,615 Lisbon St,San Francisco,CA,94112,599000,2,2.0,Excelsior,,,1906,1,Garage,,Sold,,,,,599000,2013-10-07,610000.0,http://www.redfin.com/CA/San-Francisco/615-Lisbon-St-94112/home/1994011,San Francisco Association of Realtors (SFARMLS),412135,Berkshire Hathaway-Franciscan,N,Y,37.718492,-122.435914,false
Past Sale,Single Family Residential,444 London St,San Francisco,CA,94112,650000,3,2.0,Excelsior,1359,,1900,1,Garage,,Sold,,,,,650000,2013-07-18,650000.0,http://www.redfin.com/CA/San-Francisco/444-London-St-94112/home/1095268,San Francisco Association of Realtors (SFARMLS),405326,"Diamond Location Realty & Investment, Inc.",N,Y,37.722195,-122.435981,false
Past Sale,Single Family Residential,60 Norton St,San Francisco,CA,94112,698000,4,1.0,Mission Terrace,1200,,1914,1,Garage,,Sold,,,,,698000,2013-11-22,680000.0,http://www.redfin.com/CA/San-Francisco/60-Norton-St-94112/home/935143,San Francisco Association of Realtors (SFARMLS),412491,Sam Investments,N,Y,37.725299,-122.43586,false
